city,date,X1_temperature_2m_C,X2_relative_humidity_2m_pct,X3_surface_pressure_hPa,X4_wind_speed_10m_kmh,X5_cloud_cover_pct,Y_apparent_temperature_C
Raleigh,20-02-2020,6.3,49,1015,14.2,100,1.7
Raleigh,21-02-2020,0.2,50,1018.9,16.9,0,-4.5
Raleigh,22-02-2020,7.7,40,1017.2,5.8,0,5.2
Raleigh,23-02-2020,13.6,42,1011.4,9.2,35,11.3
Raleigh,24-02-2020,10.8,68,1006,6.9,100,8.6
Raleigh,25-02-2020,16.4,83,997,16.6,100,15
Raleigh,26-02-2020,17.4,75,997.1,9.5,100,16.9
Raleigh,27-02-2020,7.4,38,1002.3,23.8,14,2
Raleigh,28-02-2020,9.1,40,1003.7,15.3,29,5.2
Raleigh,29-02-2020,7.3,43,1004.2,21.9,100,1.7
Raleigh,01-03-2020,9.5,35,1012.8,4.7,41,7.4
Raleigh,02-03-2020,16.7,40,1006,18.3,99,13.4
Raleigh,03-03-2020,17.6,81,995.9,21.4,100,15.9
Raleigh,04-03-2020,15.2,39,1002.9,4.5,100,12.7
Raleigh,05-03-2020,11,58,1007.5,10.5,100,7.9
Raleigh,06-03-2020,13.4,41,997.4,20.7,0,8.8
Raleigh,07-03-2020,9.2,38,1015,20.4,95,3.6
Raleigh,08-03-2020,12.7,36,1023.1,6.8,0,10.7
Raleigh,09-03-2020,17.3,46,1020.9,16.4,100,15
Raleigh,10-03-2020,19.2,65,1012.6,19.8,100,17.1
Raleigh,11-03-2020,21.2,59,1004.7,8.9,100,21.9
Raleigh,12-03-2020,19.7,67,1003.7,4.5,6,21.1
Raleigh,13-03-2020,22.2,72,1003.2,14.5,100,22.6
Raleigh,14-03-2020,17.8,29,1014.8,8.4,63,15.2
Raleigh,15-03-2020,14.8,49,1014.2,15.3,100,11.9
Raleigh,16-03-2020,14.2,42,1016.3,10,66,12
Raleigh,17-03-2020,16.5,68,1010,15.7,100,14.4
Raleigh,18-03-2020,17.6,62,1016.1,11.2,100,16.1
Raleigh,19-03-2020,23.6,65,1011.5,12.1,75,24.1
Raleigh,20-03-2020,27.3,54,1009.2,22.5,92,27.7
Raleigh,21-03-2020,20.6,82,1009.5,8.8,50,22
Raleigh,22-03-2020,13.2,49,1017.4,15.3,96,9.3
Raleigh,23-03-2020,9.3,90,1010,4.4,100,8.1
Raleigh,24-03-2020,18.6,55,1006.4,6,100,18.5
Raleigh,25-03-2020,13.3,74,997.4,17.8,100,10.4
Raleigh,26-03-2020,13.4,65,1006.5,2.1,97,12.7
Raleigh,27-03-2020,23.4,61,1000,11,100,24.6
Raleigh,28-03-2020,27.4,61,1000.6,10.5,72,30.8
Raleigh,29-03-2020,28.2,57,1000.4,16.7,96,30.2
Raleigh,30-03-2020,21.3,32,1003.7,7.7,29,18.8
Raleigh,31-03-2020,13.8,52,997.9,15.4,100,10.1
Raleigh,01-04-2020,10.4,58,997.1,19.3,100,5.9
Raleigh,02-04-2020,15.5,34,1001.6,19,0,11.6
Raleigh,03-04-2020,18.4,24,999.7,17.8,0,15.2
Raleigh,04-04-2020,19.1,36,1002.4,8.7,6,18.4
Raleigh,05-04-2020,19.5,46,1006.2,5,0,20.2
Raleigh,06-04-2020,25.5,40,1003.9,5.3,7,26.9
Raleigh,07-04-2020,27.6,33,1000.8,8.5,100,28.3
Raleigh,08-04-2020,27.5,40,993.6,9.2,10,29
Raleigh,09-04-2020,26.2,40,985.9,23.5,27,24.9
Raleigh,10-04-2020,13.6,21,996.8,24.4,0,8.7
Raleigh,11-04-2020,16.2,23,1006.1,8.3,0,14.5
Raleigh,12-04-2020,22.6,48,1007,21.5,95,19.8
Raleigh,13-04-2020,24.3,56,992.5,34.7,36,20.9
Raleigh,14-04-2020,20.8,43,1003.6,6.2,0,21.5
Raleigh,15-04-2020,10.8,42,1004.2,15.6,0,8
Raleigh,16-04-2020,16.5,30,1009.7,15.9,1,13.9
Raleigh,17-04-2020,20.2,29,1010.4,15.5,55,18.2
Raleigh,18-04-2020,16.9,55,998.3,24.1,1,13.8
Raleigh,19-04-2020,20,53,1001,9.8,100,18.7
Raleigh,20-04-2020,11.6,88,990.4,19.5,100,8.7
Raleigh,21-04-2020,22.6,41,992.9,21.4,94,20.3
Raleigh,22-04-2020,17.8,23,1005.1,11.7,97,15.7
Raleigh,23-04-2020,14.6,76,1003.6,14.1,100,12.6
Raleigh,24-04-2020,24,49,991.2,19,100,22
Raleigh,25-04-2020,15.9,71,1002.9,10.7,100,14.5
Raleigh,26-04-2020,21.2,55,994.8,13.8,83,19.9
Raleigh,27-04-2020,18,37,1004.2,20.3,5,15.5
Raleigh,28-04-2020,22.6,36,1008.4,11.1,2,22.3
Raleigh,29-04-2020,25.8,41,1002.5,24.7,99,23.5
Raleigh,30-04-2020,16.5,91,993,4.7,100,17.4
Raleigh,01-05-2020,17.2,48,997.6,22.2,38,13.6
Raleigh,02-05-2020,20.8,44,1008.2,5.1,0,22.1
Raleigh,03-05-2020,28.2,42,1000.8,10.6,0,30.1
Raleigh,04-05-2020,26,31,999.1,16.6,0,25
Raleigh,05-05-2020,19.9,49,999.4,8.6,100,18.4
Raleigh,06-05-2020,20.8,42,994.8,15.9,45,19.2
Raleigh,07-05-2020,17,30,1002.5,14.4,89,15
Raleigh,08-05-2020,20.6,29,999.3,29.3,100,15.1
Raleigh,09-05-2020,13.6,30,1006.3,15.3,0,11.2
Raleigh,10-05-2020,18.1,27,1010.8,11.5,0,16.6
Raleigh,11-05-2020,19.6,21,1003,20.1,0,16.3
Raleigh,12-05-2020,16.6,29,1010,9.5,0,14.9
Raleigh,13-05-2020,19.8,34,1014,2.3,91,18.5
Raleigh,14-05-2020,24.6,37,1012.4,13.6,88,22.8
Raleigh,15-05-2020,27.6,39,1008.1,14.2,58,28.5
Raleigh,16-05-2020,30.2,37,1004.7,1.8,92,33.9
Raleigh,17-05-2020,29.7,35,1004.6,15.8,94,30.2
Raleigh,18-05-2020,23.9,66,999.3,17.9,91,24.4
Raleigh,19-05-2020,15.6,92,1001.6,18,100,14.3
Raleigh,20-05-2020,16.5,91,1005.2,20.2,100,15.3
Raleigh,21-05-2020,18.3,95,1006,20.1,100,18.1
Raleigh,22-05-2020,25.6,54,1005.2,10.1,2,28.4
Raleigh,23-05-2020,27.6,57,1004.4,8.3,20,31.6
Raleigh,24-05-2020,29.4,53,1006.3,7.2,7,33.8
Raleigh,25-05-2020,22.8,69,1009.2,7.4,100,24.1
Raleigh,26-05-2020,25.3,54,1008,12.6,99,26.9
Raleigh,27-05-2020,23,78,1006.1,17.6,100,23.8
Raleigh,28-05-2020,25.3,83,1006,6.9,98,29.4
Raleigh,29-05-2020,28.1,70,1004.4,7.6,83,32.7
Raleigh,30-05-2020,29.5,55,1001.3,3,17,34.8
Raleigh,31-05-2020,23.6,37,1006.8,12.9,48,22.2
Raleigh,01-06-2020,23.1,36,1012.3,6.6,0,24
Raleigh,02-06-2020,27.5,47,1007,16,60,28.9
Raleigh,03-06-2020,32.2,41,999.8,15.8,0,34.5
Raleigh,04-06-2020,31.8,50,1001.1,11.1,21,35.8
Raleigh,05-06-2020,27.8,64,1001.5,10.5,30,30.5
Raleigh,06-06-2020,31.4,45,1000.3,8.2,90,34.7
Raleigh,07-06-2020,31,43,1000.7,4.4,37,35.1
Raleigh,08-06-2020,28.6,53,1004.6,9.1,100,30.3
Raleigh,09-06-2020,29.7,59,1002.8,6.3,42,34
Raleigh,10-06-2020,32.2,54,1002.7,13.7,47,36.6
Raleigh,11-06-2020,27.5,84,1005.4,12.2,87,32.2
Raleigh,12-06-2020,27.8,45,1007.5,15.9,95,28.3
Raleigh,13-06-2020,28.6,29,1007.1,15.1,1,28.3
Raleigh,14-06-2020,26.5,34,1010.7,17.2,33,25.9
Raleigh,15-06-2020,15.4,98,1011,18.8,100,14.4
Raleigh,16-06-2020,17.1,91,1008.4,17.4,100,16.6
Raleigh,17-06-2020,22.7,68,1004,8.3,100,23.9
Raleigh,18-06-2020,23.4,63,1006.6,8.2,95,24.3
Raleigh,19-06-2020,26,74,1006.5,9.3,18,30.2
Raleigh,20-06-2020,26.3,61,1004.5,4.6,3,29.5
Raleigh,21-06-2020,28.2,65,1003.7,3.8,49,33.8
Raleigh,22-06-2020,30,63,1002.8,10.5,61,35.3
Raleigh,23-06-2020,27.1,69,998.4,13.8,72,29.4
Raleigh,24-06-2020,29.3,44,999.7,6.9,67,32.6
Raleigh,25-06-2020,25.8,67,1003.5,10.4,24,28
Raleigh,26-06-2020,30.4,38,1006.6,6.6,27,33.2
Raleigh,27-06-2020,31.5,42,1001.4,12.7,98,33.8
Raleigh,28-06-2020,29.6,57,998.7,17.3,70,32.4
Raleigh,29-06-2020,30.3,55,999.5,7,34,34.3
Raleigh,30-06-2020,30.5,60,999.8,6.5,99,34.4
Raleigh,01-07-2020,28.9,68,998.4,3.3,83,33.7
Raleigh,02-07-2020,30.6,50,1000,10.3,52,34.2
Raleigh,03-07-2020,33.6,33,1000.9,3.6,92,37.1
Raleigh,04-07-2020,33.2,39,1000.8,3.6,48,35.7
Raleigh,05-07-2020,33.3,45,1002.9,4.6,93,37.9
Raleigh,06-07-2020,32,46,1005.7,9.4,74,35.6
Raleigh,07-07-2020,29.7,64,1004.8,7.6,100,34.5
Raleigh,08-07-2020,27.3,70,1001.1,13.1,89,30
Raleigh,09-07-2020,30.8,54,999,16.4,34,33
Raleigh,10-07-2020,32.2,49,998.5,7.4,24,36.4
Raleigh,11-07-2020,33,38,996.6,7.2,0,36.5
Raleigh,12-07-2020,32.9,34,997.4,6.8,10,35.1
Raleigh,13-07-2020,31.8,49,998.6,1.8,32,37
Raleigh,14-07-2020,33.6,39,1002.4,4.1,28,37.3
Raleigh,15-07-2020,33.2,43,1006.6,4.7,49,36.9
Raleigh,16-07-2020,32.7,38,1009.5,6,95,34.1
Raleigh,17-07-2020,32,56,1008.7,6.6,61,36.8
Raleigh,18-07-2020,33.9,52,1006.4,4.3,30,40.1
Raleigh,19-07-2020,34.8,48,1003.8,7.7,10,40.5
Raleigh,20-07-2020,35.1,42,1003,2.6,27,40.3
Raleigh,21-07-2020,34,51,1005.5,10.4,47,39.1
Raleigh,22-07-2020,34.5,43,1005.7,12,5,38.5
Raleigh,23-07-2020,33.3,51,1007,9.7,28,38.2
Raleigh,24-07-2020,25.5,85,1008.6,10.4,100,29.3
Raleigh,25-07-2020,31.4,58,1007.2,3.1,37,37.7
Raleigh,26-07-2020,33.5,51,1006.3,6.1,23,39.3
Raleigh,27-07-2020,33.7,45,1002.9,8.3,21,37.5
Raleigh,28-07-2020,33.2,53,1001.9,4.9,33,39.1
Raleigh,29-07-2020,31.2,64,1002.7,5.2,28,37.7
Raleigh,30-07-2020,31.5,62,1000.6,11.1,48,36.6
Raleigh,31-07-2020,32.2,54,997.3,16.3,36,35.2
Raleigh,01-08-2020,30.4,66,1001.7,9.8,85,35.4
Raleigh,02-08-2020,33.2,47,1002.5,18.3,6,36
Raleigh,03-08-2020,27.9,79,1004,9.3,88,32.5
Raleigh,04-08-2020,29,60,1000.9,14.1,22,32.4
Raleigh,05-08-2020,28.2,75,1005.4,12.4,100,32.2
Raleigh,06-08-2020,28.2,75,1005,3.5,56,33.9
Raleigh,07-08-2020,28.5,78,1006,4.4,75,34.6
Raleigh,08-08-2020,29.4,73,1007.5,5.1,26,36.2
Raleigh,09-08-2020,30.6,64,1007.6,1.5,19,37.7
Raleigh,10-08-2020,27.2,80,1005.7,5.4,62,33.1
Raleigh,11-08-2020,29.7,70,1002.6,6.3,96,35.3
Raleigh,12-08-2020,30.4,67,1003.4,10.2,34,36
Raleigh,13-08-2020,30.2,60,1002.7,5.2,49,35.5
Raleigh,14-08-2020,28.8,74,1002.2,3.1,44,35
Raleigh,15-08-2020,27.4,77,999,6.4,84,31.9
Raleigh,16-08-2020,23.3,82,1000,12,97,25.4
Raleigh,17-08-2020,27.9,60,1002.1,5.4,39,31.7
Raleigh,18-08-2020,29.4,49,1001.1,3.4,100,33.5
Raleigh,19-08-2020,29.1,60,1000.2,5.7,58,33.6
Raleigh,20-08-2020,27.5,68,1003.5,6.9,54,31.5
Raleigh,21-08-2020,25.2,84,1002.8,5.2,100,29.6
Raleigh,22-08-2020,28.5,64,1002.4,8.7,100,32.1
Raleigh,23-08-2020,30.2,56,1006.9,11,95,34.1
Raleigh,24-08-2020,25.5,82,1008.2,7.6,100,29.5
Raleigh,25-08-2020,30.4,63,1004.5,9.9,17,34.5
Raleigh,26-08-2020,30.3,52,1005.2,6.8,70,33.9
Raleigh,27-08-2020,33.2,46,1003.4,14,74,36.6
Raleigh,28-08-2020,32.3,55,1002.3,12.9,98,35.4
Raleigh,29-08-2020,25.6,88,994.4,21.1,99,28.3
Raleigh,30-08-2020,31.1,43,997.9,5.1,20,34.6
Raleigh,31-08-2020,30.6,55,1000.8,13.3,97,32.9
Raleigh,01-09-2020,27.9,76,1003.3,2.4,96,33.1
Raleigh,02-09-2020,33.3,54,1000.8,10.8,62,38.4
Raleigh,03-09-2020,34,47,999.6,11.8,0,38.3
Raleigh,04-09-2020,32.7,42,1002.9,8.5,3,35.9
Raleigh,05-09-2020,28.1,38,1009.8,14.5,28,28
Raleigh,06-09-2020,27.5,36,1009.4,9.6,1,28.2
Raleigh,07-09-2020,27.9,36,1004.7,7.9,0,29
Raleigh,08-09-2020,29.5,49,1005.5,14.6,99,30.8
Raleigh,09-09-2020,25.4,93,1007.8,12.8,100,29.7
Raleigh,10-09-2020,29,68,1007.8,2.6,99,34
Raleigh,11-09-2020,27.8,80,1006.5,8.8,92,32.5
Raleigh,12-09-2020,26.8,65,1007.1,17.4,100,28.1
Raleigh,13-09-2020,26.2,69,1005.7,5.6,100,29.2
Raleigh,14-09-2020,29.6,62,1006.3,11.8,48,33.6
Raleigh,15-09-2020,23.6,37,1011.2,13.2,0,22.9
Raleigh,16-09-2020,24.2,65,1008.3,11.3,63,25.3
Raleigh,17-09-2020,21.8,99,1000.8,12.3,100,24.8
Raleigh,18-09-2020,24.8,61,999.3,24.1,96,23.9
Raleigh,19-09-2020,17.4,47,1010.9,17.1,100,14.2
Raleigh,20-09-2020,19.9,52,1014.6,18.5,40,18.5
Raleigh,21-09-2020,18.9,53,1017.3,18.3,70,17.3
Raleigh,22-09-2020,18.5,51,1010.3,6.2,0,18.8
Raleigh,23-09-2020,22.2,52,1005.4,4.3,80,23.2
Raleigh,24-09-2020,20.1,65,1005.1,2.5,100,20.8
Raleigh,25-09-2020,18.9,99,1005.4,11.5,100,20.5
Raleigh,26-09-2020,22.7,78,1003.3,8.9,100,24.6
Raleigh,27-09-2020,24.4,65,1002.6,2.6,100,26.6
Raleigh,28-09-2020,26.5,65,1000.8,8.7,19,30.1
Raleigh,29-09-2020,25.5,84,996.2,8.8,100,29.5
Raleigh,30-09-2020,20.4,46,1002,12.6,0,19.6
Raleigh,01-10-2020,24,55,1002,8.1,0,25.5
Raleigh,02-10-2020,19.8,49,1004.4,11.7,3,18.7
Raleigh,03-10-2020,19.4,47,1010.2,10.5,62,18.7
Raleigh,04-10-2020,19,50,1008.1,11,98,17.9
Raleigh,05-10-2020,21.2,52,1008.9,10.4,0,21.3
Raleigh,06-10-2020,22.5,55,1008.1,4.6,0,24.1
Raleigh,07-10-2020,25.4,56,1002.6,9.3,0,27.2
Raleigh,08-10-2020,26.1,46,1005.2,9.4,0,27
Raleigh,09-10-2020,21.3,54,1011.5,7.6,100,20.7
Raleigh,10-10-2020,22.5,88,1006.7,8.7,99,25.4
Raleigh,11-10-2020,21.8,95,1000.6,17,77,23.6
Raleigh,12-10-2020,22.9,89,998.5,5,49,26.4
Raleigh,13-10-2020,24,70,1001.3,12.5,52,25.1
Raleigh,14-10-2020,21.1,51,1006.3,3.8,0,21.9
Raleigh,15-10-2020,23.8,62,1004.6,8.8,12,25.6
Raleigh,16-10-2020,16.2,94,1005.6,15.7,83,15.7
Raleigh,17-10-2020,15.4,52,1014.3,11,43,12.8
Raleigh,18-10-2020,18.5,64,1014.2,7.1,0,18.8
Raleigh,19-10-2020,21.4,66,1011.5,5.4,32,23.1
Raleigh,20-10-2020,24,69,1010.5,3.5,67,27.1
Raleigh,21-10-2020,25.4,68,1011.8,4.6,51,28.4
Raleigh,22-10-2020,25.1,64,1010.1,8.5,94,26.8
Raleigh,23-10-2020,23.9,66,1007.8,4.5,99,25.7
Raleigh,24-10-2020,26,61,1002.5,9,35,28.2
Raleigh,25-10-2020,15.8,99,1004.6,15.1,100,15.5
Raleigh,26-10-2020,19,74,1007.5,5.1,80,19.7
Raleigh,27-10-2020,21.5,76,1008.9,5.5,83,23.2
Raleigh,28-10-2020,24.4,71,1005.9,11,64,26
Raleigh,29-10-2020,25.5,78,988.3,42.4,100,23.9
Raleigh,30-10-2020,18.1,50,1001.8,21.3,27,14.7
Raleigh,31-10-2020,14.2,57,1018,10.3,55,12.2
Raleigh,01-11-2020,14.4,95,1003,14.4,100,13.4
Raleigh,02-11-2020,8.8,40,1012.1,17.6,0,4.2
Raleigh,03-11-2020,14.9,36,1011.4,9.8,0,12
Raleigh,04-11-2020,17.9,43,1017.5,5.6,0,16.4
Raleigh,05-11-2020,20.4,60,1016.1,2.6,79,20.8
Raleigh,06-11-2020,21.5,64,1012.8,9.2,94,21.6
Raleigh,07-11-2020,23.2,66,1013.2,6.7,0,24.8
Raleigh,08-11-2020,23.5,68,1014.7,11.6,28,24.6
Raleigh,09-11-2020,22.9,67,1013.2,11.1,55,23.5
Raleigh,10-11-2020,23.8,69,1009.1,10.8,86,25
Raleigh,11-11-2020,24.9,86,1003.1,15.5,84,27.8
Raleigh,12-11-2020,20.4,99,1000.7,10.5,100,22.8
Raleigh,13-11-2020,19.2,73,1003.2,8.2,3,19.5
Raleigh,14-11-2020,16.4,61,1010,5.4,19,15.3
Raleigh,15-11-2020,20.1,82,1003.2,22.3,53,19.3
Raleigh,16-11-2020,14.6,42,1008.5,9.2,0,11.7
Raleigh,17-11-2020,15.1,33,1007,23.8,0,9.6
Raleigh,18-11-2020,8.1,43,1020.9,11.9,0,4
Raleigh,19-11-2020,9.9,41,1023.9,2.6,0,7.2
Raleigh,20-11-2020,16.5,54,1019.3,10.1,0,14.4
Raleigh,21-11-2020,18.8,61,1014.6,2.3,0,18.8
Raleigh,22-11-2020,18.7,66,1010.6,6.1,99,18.5
Raleigh,23-11-2020,13.9,53,1006.7,18,0,10.1
Raleigh,24-11-2020,10.4,46,1016.1,6,26,7.3
Raleigh,25-11-2020,18.6,62,1012.1,16.1,95,16.6
Raleigh,26-11-2020,20.5,76,1005,18.8,57,19.8
Raleigh,27-11-2020,17.8,77,1004.4,4.6,61,18.4
Raleigh,28-11-2020,16.1,57,1004.9,8.4,0,14.3
Raleigh,29-11-2020,15.6,59,1008.1,8.4,99,13.7
Raleigh,30-11-2020,18.9,84,984.7,24.3,64,17.4
Raleigh,01-12-2020,8.4,42,999.1,22.8,55,2.4
Raleigh,02-12-2020,7.2,45,1010.2,13.4,3,2.6
Raleigh,03-12-2020,10.5,42,1014,7.2,0,7.1
Raleigh,04-12-2020,13.7,68,1007.3,8.6,100,11.9
Raleigh,05-12-2020,11.4,53,1000.6,18.6,0,7
Raleigh,06-12-2020,9.9,53,1002.3,7.6,0,6.8
Raleigh,07-12-2020,6.8,92,993.7,11.9,100,4
Raleigh,08-12-2020,6.2,48,1001.9,12.5,0,1.7
Raleigh,09-12-2020,6.8,49,1002.6,13.4,34,2.3
Raleigh,10-12-2020,13.1,57,1008.1,4.3,76,11.1
Raleigh,11-12-2020,15.4,71,1009.7,2.6,17,15
Raleigh,12-12-2020,14.4,73,1006.3,10.7,81,12.8
Raleigh,13-12-2020,18,78,1004.7,11.8,100,17.5
Raleigh,14-12-2020,11.6,99,993.9,30.1,100,7.7
Raleigh,15-12-2020,5.8,48,1012.5,12.7,51,1.3
Raleigh,16-12-2020,5.2,99,998.9,17.6,100,1.4
Raleigh,17-12-2020,9.2,66,1003.1,9.3,45,6.3
Raleigh,18-12-2020,6.4,50,1013.9,13.9,32,1.9
Raleigh,19-12-2020,6.5,59,1015.9,5,91,3.5
Raleigh,20-12-2020,5,99,1005.1,9,100,2.4
Raleigh,21-12-2020,8.9,80,1000.4,8.7,18,6.6
Raleigh,22-12-2020,11.1,39,1006.7,18.1,0,6
Raleigh,23-12-2020,9.5,56,1015.6,8.2,97,6.3
Raleigh,24-12-2020,16,98,997.7,21.5,100,14.9
Raleigh,25-12-2020,1.7,32,996.9,25.7,0,-5.5
Raleigh,26-12-2020,1,45,1007.3,9.4,0,-3.6
Raleigh,27-12-2020,8.6,30,1012.6,5.9,42,4.6
Raleigh,28-12-2020,11.1,52,1010.9,13.2,81,7.3
Raleigh,29-12-2020,9.2,50,1018,14.2,1,5
Raleigh,30-12-2020,7.5,59,1016,6.1,100,4.5
Raleigh,31-12-2020,13.3,95,1008.3,7.5,100,13
Raleigh,01-01-2021,6.8,92,1012,12.2,100,3.9
Raleigh,02-01-2021,14.9,84,1003.5,12.6,99,13.7
Raleigh,03-01-2021,11.6,89,999.1,8.6,100,10.4
Raleigh,04-01-2021,8.6,64,1003.6,6.1,92,5.9
Raleigh,05-01-2021,9.6,76,998.9,4.2,98,7.8
Raleigh,06-01-2021,8.3,52,1007.8,10.1,58,4.6
Raleigh,07-01-2021,7.2,59,1009.2,1.9,48,4.8
Raleigh,08-01-2021,3.2,92,998.7,18.5,100,-1.3
Raleigh,09-01-2021,6.8,49,1002.6,13,0,2.4
Raleigh,10-01-2021,8.2,50,1012.2,4.8,27,5.1
Raleigh,11-01-2021,7.7,63,1013,2.1,99,5.4
Raleigh,12-01-2021,5.6,98,1007.7,6.2,100,3.5
Raleigh,13-01-2021,9.5,52,1005.5,1.5,0,7.2
Raleigh,14-01-2021,9.6,70,998.9,4,4,7.7
Raleigh,15-01-2021,11.4,63,994.7,15.6,32,7.8
Raleigh,16-01-2021,5.9,81,990,14.4,95,2.2
Raleigh,17-01-2021,8.1,51,999,8.4,49,4.5
Raleigh,18-01-2021,9.2,45,1000.3,18.6,37,4.1
Raleigh,19-01-2021,10.6,48,1011.2,16.2,4,6.1
Raleigh,20-01-2021,9.4,43,1006.8,15.3,1,4.7
Raleigh,21-01-2021,10.2,51,998,6.1,99,7.3
Raleigh,22-01-2021,12.8,38,999.5,12.6,92,8.6
Raleigh,23-01-2021,5.7,36,1009.9,17.4,0,0.3
Raleigh,24-01-2021,4.6,42,1012.8,3.3,57,1.2
Raleigh,25-01-2021,6.8,99,1004.4,4.7,100,5.2
Raleigh,26-01-2021,9,93,998.2,2.6,100,8.1
Raleigh,27-01-2021,9.7,72,1005.2,8.5,100,7.2
Raleigh,28-01-2021,1.6,60,1010.4,24.5,89,-4.7
Raleigh,29-01-2021,1.7,44,1013.7,13,0,-3.1
Raleigh,30-01-2021,2.8,44,1015.2,2.8,95,-0.8
Raleigh,31-01-2021,3.7,99,1001.4,12.3,100,0.3
Raleigh,01-02-2021,3,86,993.1,14.9,100,-1.1
Raleigh,02-02-2021,5.4,51,991.6,24.5,87,-0.8
Raleigh,03-02-2021,5.8,39,997.3,21,5,0.1
Raleigh,04-02-2021,7.3,41,1005.2,3.6,94,4.3
Raleigh,05-02-2021,8.1,98,995.1,13.3,100,5.5
Raleigh,06-02-2021,10.4,38,1009.1,3.3,89,7.4
Raleigh,07-02-2021,4,93,998.8,14.8,100,0.1
Raleigh,08-02-2021,8.2,55,1015.1,7.6,0,5.6
Raleigh,09-02-2021,15.5,72,1007,4.8,17,14.9
Raleigh,10-02-2021,8.3,65,1012.3,10.5,100,5
Raleigh,11-02-2021,12.2,78,1005.1,6.4,100,10.9
Raleigh,12-02-2021,2,98,1009.4,13.8,100,-1.9
Raleigh,13-02-2021,1.9,99,1006.4,11.9,100,-1.7
Raleigh,14-02-2021,2.6,98,1007.9,12.4,100,-0.9
Raleigh,15-02-2021,6.2,84,1006.4,5.5,100,4
Raleigh,16-02-2021,13.1,63,996.1,22.6,69,8.9
Raleigh,17-02-2021,5.7,52,1013.6,11.6,19,2.1
Raleigh,18-02-2021,0.8,98,1008.1,16.1,100,-3.6
Raleigh,19-02-2021,3.8,89,1004.7,13.3,100,0
Raleigh,20-02-2021,4.6,43,1013.2,17.3,0,-0.1
Raleigh,21-02-2021,3.8,41,1022.1,7.4,61,0.7
Raleigh,22-02-2021,13.6,82,1002,20.9,97,10.8
Raleigh,23-02-2021,14.6,43,999.7,18.9,0,10.9
Raleigh,24-02-2021,17.1,46,1006.5,10.8,0,15.4
Raleigh,25-02-2021,16.5,39,1008.5,10.3,22,14
Raleigh,26-02-2021,9.1,67,1014.1,16.7,100,5
Raleigh,27-02-2021,14.3,78,1009.4,15.6,100,12.2
Raleigh,28-02-2021,19.3,90,1006.5,15.1,100,19.9
Raleigh,01-03-2021,15.4,91,998.7,10.5,99,15.2
Raleigh,02-03-2021,10.1,40,1012.3,3.1,100,8.3
Raleigh,03-03-2021,12.3,43,1002.7,3.1,0,11.2
Raleigh,04-03-2021,16.4,37,1001.2,14.8,0,13.5
Raleigh,05-03-2021,8.2,36,1006.7,13,0,4.7
Raleigh,06-03-2021,9.2,37,1009.5,7.4,14,6.2
Raleigh,07-03-2021,9,38,1014.2,8.8,12,6.4
Raleigh,08-03-2021,11,34,1020,6.9,0,8.9
Raleigh,09-03-2021,18,35,1019.1,7.9,30,16.6
Raleigh,10-03-2021,20.2,37,1018,8.4,0,19.2
Raleigh,11-03-2021,20.5,42,1016.3,16.3,63,18.6
Raleigh,12-03-2021,23.7,45,1011.7,12.9,62,23.2
Raleigh,13-03-2021,18.2,28,1013.1,9.4,74,14.6
Raleigh,14-03-2021,19,22,1007.5,10,100,16.4
Raleigh,15-03-2021,11.1,24,1014.4,11.4,97,7.1
Raleigh,16-03-2021,6.8,99,1007.5,7.9,100,4.7
Raleigh,17-03-2021,13.1,70,1005.9,6.5,100,11.7
Raleigh,18-03-2021,19.8,90,995.3,16,100,20.4
Raleigh,19-03-2021,5.2,83,1006.2,24.6,100,-0.1
Raleigh,20-03-2021,9.7,50,1018.5,18.3,96,5
Raleigh,21-03-2021,15.4,57,1016.1,18.9,100,12.8
Raleigh,22-03-2021,17.7,58,1009.5,21.3,21,15.6
Raleigh,23-03-2021,16.2,76,1006.9,15.3,100,14.6
Raleigh,24-03-2021,16.4,89,1003.4,9.2,100,16.5
Raleigh,25-03-2021,20.9,73,1006.1,11.3,100,21.2
Raleigh,26-03-2021,24.2,76,1002.6,22,91,24.7
Raleigh,27-03-2021,24.8,62,1007.3,4.6,100,27.2
Raleigh,28-03-2021,24.8,64,997.9,25.6,98,23.7
Raleigh,29-03-2021,14.2,37,1011.3,10.5,0,12.5
Raleigh,30-03-2021,19,50,1013.9,11.9,11,18.4
Raleigh,31-03-2021,22,80,1004.5,17.6,100,22.6
Raleigh,01-04-2021,11.8,32,1004,23.5,0,7.3
Raleigh,02-04-2021,6.4,31,1014.2,17.6,0,2.5
Raleigh,03-04-2021,11.2,30,1017.6,6.9,0,9.7
Raleigh,04-04-2021,20.4,29,1009,10.6,0,19
Raleigh,05-04-2021,21.3,33,1007.2,1.5,0,22.1
Raleigh,06-04-2021,26.1,28,1003.5,10.7,0,25.6
Raleigh,07-04-2021,28,28,1001.8,6.6,0,28.5
Raleigh,08-04-2021,27.1,38,1001,7.7,76,28.4
Raleigh,09-04-2021,26.3,45,1002.7,11.3,13,26.9
Raleigh,10-04-2021,24.5,54,1000.1,14.5,100,24.3
Raleigh,11-04-2021,24.1,47,989.1,23.4,94,22.2
Raleigh,12-04-2021,23.9,26,992.7,14.7,0,22.1
Raleigh,13-04-2021,22.5,37,1004.1,13.6,5,21.6
Raleigh,14-04-2021,25,44,1003.7,12.3,92,25.1
